time,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,shortwave_radiation_sum,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,et0_fao_evapotranspiration
['2021-05-19'],[13.7],[7.8],[11.8],[5.8],['2021-05-19T04:37'],['2021-05-19T20:32'],[14.73],[8.2],[8.2],[0.0],[11.0],[16.3],[35.3],[259],[2.03]
['2022-05-06'],[20.7],[7.7],[19.8],[6.1],['2022-05-06T04:58'],['2022-05-06T20:11'],[21.86],[0.0],[0.0],[0.0],[0.0],[10.1],[20.5],[167],[3.57]
['2022-11-03'],[14.8],[11.3],[11.5],[7.7],['2022-11-03T07:34'],['2022-11-03T17:09'],[3.31],[6.9],[6.9],[0.0],[10.0],[25.8],[47.9],[263],[1.28]
['2022-06-09'],[19.3],[12.8],[18.2],[11.6],['2022-06-09T04:18'],['2022-06-09T20:56'],[23.35],[1.3],[1.3],[0.0],[5.0],[16.1],[37.1],[188],[3.76]
['2022-04-26'],[13.6],[5.6],[10.3],[2.7],['2022-04-26T05:17'],['2022-04-26T19:55'],[18.63],[1.2],[1.2],[0.0],[5.0],[17.4],[38.9],[90],[2.77]
['2022-02-25'],[7.3],[2.4],[3.3],[-2.6],['2022-02-25T07:30'],['2022-02-25T18:12'],[7.0],[3.6],[3.6],[0.0],[9.0],[24.5],[52.9],[184],[1.02]
['2022-04-21'],[17.2],[6.3],[13.5],[3.1],['2022-04-21T05:27'],['2022-04-21T19:47'],[21.17],[0.0],[0.0],[0.0],[0.0],[20.9],[40.3],[27],[3.81]
['2022-06-16'],[23.6],[11.8],[24.1],[10.2],['2022-06-16T04:17'],['2022-06-16T21:00'],[27.76],[0.0],[0.0],[0.0],[0.0],[13.8],[24.1],[44],[5.04]
['2022-04-21'],[17.2],[6.2],[13.5],[3.0],['2022-04-21T05:27'],['2022-04-21T19:46'],[21.17],[0.0],[0.0],[0.0],[0.0],[20.9],[40.3],[27],[3.81]
['2022-09-14'],[16.1],[12.6],[16.1],[12.1],['2022-09-14T06:10'],['2022-09-14T18:58'],[4.06],[7.1],[7.1],[0.0],[18.0],[13.8],[23.4],[58],[0.83]
['2022-04-15'],[12.6],[5.7],[10.3],[3.5],['2022-04-15T05:40'],['2022-04-15T19:37'],[15.49],[0.0],[0.0],[0.0],[0.0],[11.5],[23.4],[53],[2.04]
['2021-12-20'],[7.0],[-0.6],[4.5],[-3.8],['2021-12-20T08:40'],['2021-12-20T16:32'],[2.04],[0.0],[0.0],[0.0],[0.0],[8.3],[17.6],[25],[0.33]
['2022-06-02'],[19.8],[5.0],[18.1],[2.9],['2022-06-02T04:23'],['2022-06-02T20:50'],[25.48],[0.0],[0.0],[0.0],[0.0],[15.4],[22.3],[46],[4.26]
['2022-06-22'],[25.0],[11.0],[24.1],[9.9],['2022-06-22T04:18'],['2022-06-22T21:03'],[28.28],[0.0],[0.0],[0.0],[0.0],[13.2],[31.7],[52],[5.39]
['2022-03-29'],[12.6],[6.3],[9.8],[3.3],['2022-03-29T06:18'],['2022-03-29T19:08'],[16.3],[0.0],[0.0],[0.0],[0.0],[16.1],[30.2],[34],[2.15]
['2022-10-13'],[14.1],[10.9],[12.9],[8.9],['2022-10-13T06:57'],['2022-10-13T17:51'],[3.64],[3.2],[3.2],[0.0],[9.0],[15.8],[25.2],[239],[0.66]
['2022-10-13'],[14.1],[10.8],[12.9],[8.8],['2022-10-13T06:57'],['2022-10-13T17:51'],[3.64],[3.2],[3.2],[0.0],[9.0],[15.8],[25.2],[239],[0.66]
['2022-06-08'],[17.4],[13.7],[16.9],[13.0],['2022-06-08T04:19'],['2022-06-08T20:55'],[6.38],[11.4],[11.4],[0.0],[14.0],[19.9],[31.7],[244],[1.19]
['2022-10-20'],[18.1],[9.4],[18.0],[6.0],['2022-10-20T07:09'],['2022-10-20T17:36'],[3.33],[8.3],[8.3],[0.0],[8.0],[20.1],[37.1],[315],[0.63]
['2022-06-07'],[18.6],[12.2],[17.9],[10.5],['2022-06-07T04:19'],['2022-06-07T20:54'],[17.96],[0.8],[0.8],[0.0],[5.0],[18.4],[37.4],[203],[2.89]
['2022-11-10'],[14.3],[9.2],[11.5],[6.1],['2022-11-10T07:46'],['2022-11-10T16:58'],[5.04],[0.0],[0.0],[0.0],[0.0],[21.3],[42.1],[234],[0.93]
['2022-09-08'],[20.9],[15.4],[19.7],[14.5],['2022-09-08T06:00'],['2022-09-08T19:11'],[13.33],[5.6],[5.6],[0.0],[12.0],[18.7],[37.1],[241],[2.4]
['2022-07-15'],[21.3],[11.0],[19.4],[9.9],['2022-07-15T04:36'],['2022-07-15T20:52'],[18.42],[0.0],[0.0],[0.0],[0.0],[13.9],[28.1],[156],[3.54]
['2022-04-21'],[17.2],[6.3],[13.5],[3.0],['2022-04-21T05:27'],['2022-04-21T19:47'],[21.17],[0.0],[0.0],[0.0],[0.0],[20.9],[40.3],[27],[3.81]
['2022-04-05'],[11.9],[9.0],[8.6],[6.0],['2022-04-05T06:02'],['2022-04-05T19:20'],[6.22],[4.5],[4.5],[0.0],[18.0],[24.1],[49.7],[184],[0.97]
['2022-11-17'],[11.5],[9.0],[7.6],[5.2],['2022-11-17T07:58'],['2022-11-17T16:48'],[1.69],[13.4],[13.4],[0.0],[17.0],[32.2],[63.0],[275],[0.73]
['2022-06-09'],[19.3],[12.8],[18.2],[11.6],['2022-06-09T04:18'],['2022-06-09T20:56'],[23.35],[1.3],[1.3],[0.0],[5.0],[16.1],[37.1],[188],[3.77]
['2022-05-17'],[25.0],[13.7],[25.1],[12.8],['2022-05-17T04:40'],['2022-05-17T20:29'],[15.91],[1.2],[1.2],[0.0],[6.0],[14.0],[23.4],[297],[3.26]
['2022-07-29'],[23.9],[14.0],[24.2],[13.1],['2022-07-29T04:55'],['2022-07-29T20:34'],[20.85],[2.9],[2.9],[0.0],[10.0],[17.1],[27.0],[88],[4.19]
['2022-04-19'],[18.2],[5.1],[15.6],[2.3],['2022-04-19T05:31'],['2022-04-19T19:43'],[21.46],[0.0],[0.0],[0.0],[0.0],[15.9],[31.7],[23],[3.91]
['2022-08-30'],[23.9],[14.7],[21.9],[13.9],['2022-08-30T05:46'],['2022-08-30T19:32'],[15.13],[0.0],[0.0],[0.0],[0.0],[18.4],[38.2],[46],[3.74]
['2022-10-07'],[17.9],[8.3],[15.3],[5.5],['2022-10-07T06:46'],['2022-10-07T18:04'],[11.56],[0.0],[0.0],[0.0],[0.0],[15.6],[37.8],[239],[2.08]
['2022-02-25'],[6.9],[1.8],[2.9],[-3.1],['2022-02-25T07:29'],['2022-02-25T18:12'],[7.49],[2.8],[2.8],[0.0],[7.0],[23.7],[52.6],[192],[1.02]
['2022-09-09'],[19.3],[14.5],[17.9],[13.3],['2022-09-09T06:01'],['2022-09-09T19:08'],[10.54],[2.9],[2.9],[0.0],[7.0],[23.9],[56.9],[246],[1.91]
['2022-11-22'],[8.8],[4.7],[4.8],[0.5],['2022-11-22T08:04'],['2022-11-22T16:42'],[2.3],[2.5],[2.5],[0.0],[12.0],[22.6],[42.8],[258],[0.53]
['2022-09-20'],[15.7],[10.2],[13.6],[8.9],['2022-09-20T06:19'],['2022-09-20T18:43'],[10.08],[0.5],[0.5],[0.0],[4.0],[10.9],[28.4],[137],[1.69]
['2022-02-16'],[13.1],[8.3],[8.7],[3.7],['2022-02-16T07:47'],['2022-02-16T17:56'],[1.95],[11.0],[11.0],[0.0],[19.0],[40.1],[91.1],[220],[0.67]
['2022-04-15'],[13.7],[5.6],[11.5],[3.5],['2022-04-15T05:40'],['2022-04-15T19:34'],[17.06],[0.0],[0.0],[0.0],[0.0],[11.8],[26.3],[62],[2.38]
['2021-05-07'],[12.7],[2.8],[8.5],[-0.2],['2021-05-07T04:56'],['2021-05-07T20:11'],[21.79],[2.9],[2.9],[0.0],[8.0],[18.4],[43.6],[280],[2.93]
['2022-08-05'],[22.6],[12.8],[20.8],[11.2],['2022-08-05T05:06'],['2022-08-05T20:20'],[10.9],[3.8],[3.8],[0.0],[11.0],[21.5],[37.1],[109],[2.8]
['2021-06-04'],[25.8],[15.0],[28.1],[15.4],['2021-06-04T04:22'],['2021-06-04T20:49'],[22.15],[10.7],[10.7],[0.0],[8.0],[8.4],[28.8],[25],[4.14]
['2022-09-07'],[24.5],[15.9],[24.3],[16.8],['2022-09-07T05:58'],['2022-09-07T19:12'],[13.33],[5.1],[5.1],[0.0],[6.0],[13.8],[39.6],[230],[2.77]
['2022-05-31'],[18.3],[9.3],[15.6],[6.3],['2022-05-31T04:25'],['2022-05-31T20:45'],[24.49],[5.4],[5.4],[0.0],[8.0],[15.0],[28.4],[7],[4.17]
['2022-06-15'],[25.6],[11.1],[26.0],[9.5],['2022-06-15T04:18'],['2022-06-15T20:57'],[28.63],[0.0],[0.0],[0.0],[0.0],[14.7],[25.9],[58],[5.61]
['2022-04-20'],[17.6],[6.6],[14.1],[2.9],['2022-04-20T05:29'],['2022-04-20T19:43'],[21.3],[0.0],[0.0],[0.0],[0.0],[16.6],[36.7],[19],[4.15]
['2022-07-05'],[21.6],[11.7],[20.0],[10.8],['2022-07-05T04:26'],['2022-07-05T20:57'],[18.75],[0.6],[0.6],[0.0],[5.0],[19.9],[37.1],[149],[3.79]
['2022-02-16'],[13.1],[8.3],[8.7],[3.7],['2022-02-16T07:47'],['2022-02-16T17:56'],[1.95],[11.0],[11.0],[0.0],[19.0],[40.1],[91.1],[220],[0.67]
['2022-05-17'],[26.2],[13.2],[25.7],[12.7],['2022-05-17T04:41'],['2022-05-17T20:26'],[15.94],[0.0],[0.0],[0.0],[0.0],[12.8],[30.2],[282],[3.67]
['2022-11-03'],[14.6],[10.7],[11.4],[7.3],['2022-11-03T07:32'],['2022-11-03T17:10'],[2.87],[6.7],[6.7],[0.0],[13.0],[29.6],[46.1],[261],[1.25]
['2022-04-15'],[14.2],[5.6],[12.1],[3.4],['2022-04-15T05:40'],['2022-04-15T19:35'],[17.56],[0.0],[0.0],[0.0],[0.0],[12.4],[27.4],[61],[2.48]
['2022-07-01'],[20.4],[12.5],[18.0],[11.0],['2022-07-01T04:23'],['2022-07-01T20:59'],[21.05],[0.0],[0.0],[0.0],[0.0],[16.4],[38.2],[218],[3.76]
['2022-02-18'],[12.1],[6.8],[7.2],[-1.8],['2022-02-18T07:43'],['2022-02-18T18:00'],[1.82],[3.2],[3.2],[0.0],[8.0],[49.0],[100.8],[221],[1.48]
['2022-05-17'],[26.2],[13.2],[25.6],[12.7],['2022-05-17T04:41'],['2022-05-17T20:26'],[15.94],[0.0],[0.0],[0.0],[0.0],[12.8],[30.2],[282],[3.67]
['2022-06-22'],[26.8],[11.7],[25.8],[10.3],['2022-06-22T04:19'],['2022-06-22T20:59'],[27.66],[0.0],[0.0],[0.0],[0.0],[14.1],[33.1],[51],[5.83]
['2022-05-06'],[21.8],[8.2],[20.9],[6.7],['2022-05-06T04:58'],['2022-05-06T20:09'],[22.25],[0.2],[0.2],[0.0],[2.0],[8.4],[21.2],[153],[3.72]
['2022-02-24'],[10.6],[2.7],[4.6],[-2.0],['2022-02-24T07:31'],['2022-02-24T18:10'],[5.47],[3.8],[3.8],[0.0],[7.0],[33.7],[71.6],[217],[1.22]
['2022-06-03'],[24.1],[11.0],[22.9],[8.7],['2022-06-03T04:23'],['2022-06-03T20:48'],[23.73],[0.1],[0.1],[0.0],[1.0],[15.8],[36.0],[34],[5.27]
['2022-07-14'],[23.5],[14.2],[21.8],[13.6],['2022-07-14T04:35'],['2022-07-14T20:51'],[18.62],[0.0],[0.0],[0.0],[0.0],[15.9],[33.8],[97],[4.19]
['2022-08-05'],[22.5],[12.8],[20.8],[11.2],['2022-08-05T05:06'],['2022-08-05T20:21'],[10.9],[3.8],[3.8],[0.0],[11.0],[21.5],[37.1],[109],[2.8]
['2022-01-12'],[4.3],[1.2],[2.1],[-2.4],['2022-01-12T08:36'],['2022-01-12T16:56'],[2.04],[0.0],[0.0],[0.0],[0.0],[10.5],[16.2],[217],[0.23]
['2022-04-04'],[8.0],[1.3],[3.6],[-3.4],['2022-04-04T06:04'],['2022-04-04T19:17'],[4.44],[8.2],[8.2],[0.0],[16.0],[32.2],[66.6],[219],[0.74]
['2022-01-29'],[11.1],[5.8],[6.7],[1.4],['2022-01-29T08:17'],['2022-01-29T17:24'],[2.08],[0.5],[0.5],[0.0],[5.0],[27.7],[58.7],[198],[0.74]
['2021-11-04'],[9.3],[4.1],[7.4],[1.4],['2021-11-04T07:35'],['2021-11-04T17:07'],[3.16],[1.7],[1.7],[0.0],[5.0],[14.4],[29.2],[262],[0.34]
['2021-11-22'],[7.2],[0.1],[3.7],[-3.1],['2021-11-22T08:05'],['2021-11-22T16:42'],[4.69],[0.0],[0.0],[0.0],[0.0],[16.6],[30.6],[26],[0.52]
['2021-11-29'],[5.6],[-0.2],[2.4],[-4.2],['2021-11-29T08:16'],['2021-11-29T16:36'],[3.51],[0.7],[0.7],[0.0],[2.0],[19.3],[36.7],[277],[0.36]
['2021-09-15'],[20.6],[14.9],[21.1],[14.5],['2021-09-15T06:11'],['2021-09-15T18:54'],[8.08],[10.4],[10.4],[0.0],[6.0],[16.3],[33.5],[275],[1.54]
['2021-09-15'],[20.6],[14.9],[21.1],[14.5],['2021-09-15T06:11'],['2021-09-15T18:54'],[8.08],[10.4],[10.4],[0.0],[6.0],[16.3],[33.5],[275],[1.54]
['2021-09-14'],[23.4],[12.3],[24.3],[11.6],['2021-09-14T06:10'],['2021-09-14T18:56'],[11.42],[2.1],[2.1],[0.0],[5.0],[15.5],[31.7],[126],[2.11]
['2021-08-17'],[15.8],[11.7],[14.0],[9.5],['2021-08-17T05:25'],['2021-08-17T19:57'],[6.11],[5.4],[5.4],[0.0],[7.0],[22.3],[46.1],[246],[1.03]
['2021-07-05'],[19.4],[14.3],[20.5],[14.0],['2021-07-05T04:27'],['2021-07-05T20:57'],[11.48],[1.3],[1.3],[0.0],[5.0],[13.0],[29.5],[183],[2.04]
['2021-06-01'],[25.0],[11.4],[22.8],[9.4],['2021-06-01T04:24'],['2021-06-01T20:46'],[28.75],[0.0],[0.0],[0.0],[0.0],[16.8],[36.4],[102],[6.05]
['2021-06-27'],[25.9],[16.1],[27.6],[16.2],['2021-06-27T04:21'],['2021-06-27T21:00'],[20.26],[2.5],[2.5],[0.0],[4.0],[14.1],[32.8],[82],[4.01]
['2021-01-27'],[6.1],[1.6],[2.8],[-3.6],['2021-01-27T08:20'],['2021-01-27T17:21'],[1.03],[3.5],[0.8],[1.89],[8.0],[21.2],[41.4],[220],[0.28]
['2021-01-28'],[9.5],[5.2],[7.9],[2.1],['2021-01-28T08:18'],['2021-01-28T17:22'],[0.48],[18.2],[18.2],[0.0],[16.0],[14.3],[51.1],[224],[0.17]
['2022-08-12'],[32.0],[16.7],[30.0],[15.6],['2022-08-12T05:17'],['2022-08-12T20:08'],[24.24],[0.0],[0.0],[0.0],[0.0],[16.3],[36.0],[12],[6.77]
['2022-07-22'],[22.3],[14.5],[22.6],[14.7],['2022-07-22T04:46'],['2022-07-22T20:42'],[18.22],[2.7],[2.7],[0.0],[4.0],[10.1],[25.6],[80],[3.49]
['2022-09-20'],[15.7],[10.1],[13.5],[8.8],['2022-09-20T06:19'],['2022-09-20T18:43'],[10.08],[0.5],[0.5],[0.0],[4.0],[10.9],[28.4],[137],[1.69]
['2022-04-19'],[18.7],[4.6],[16.1],[1.7],['2022-04-19T05:31'],['2022-04-19T19:42'],[21.77],[0.0],[0.0],[0.0],[0.0],[15.6],[33.1],[30],[4.14]
['2021-12-16'],[10.9],[6.9],[10.2],[5.2],['2021-12-16T08:35'],['2021-12-16T16:32'],[2.47],[0.0],[0.0],[0.0],[0.0],[8.2],[16.9],[255],[0.31]
['2022-09-16'],[14.9],[10.3],[13.0],[7.6],['2022-09-16T06:13'],['2022-09-16T18:52'],[12.57],[1.8],[1.8],[0.0],[7.0],[18.6],[46.4],[163],[1.86]
['2022-06-16'],[24.5],[12.9],[24.1],[11.4],['2022-06-16T04:18'],['2022-06-16T20:58'],[28.14],[0.0],[0.0],[0.0],[0.0],[11.1],[25.9],[53],[5.43]
['2022-11-01'],[17.3],[13.1],[14.7],[8.4],['2022-11-01T07:28'],['2022-11-01T17:13'],[7.51],[2.7],[2.7],[0.0],[5.0],[27.0],[55.8],[245],[2.36]
['2022-03-22'],[18.8],[4.9],[15.9],[2.2],['2022-03-22T06:33'],['2022-03-22T18:55'],[16.34],[0.0],[0.0],[0.0],[0.0],[11.9],[24.8],[329],[3.03]
['2022-05-25'],[18.6],[8.8],[14.1],[6.5],['2022-05-25T04:31'],['2022-05-25T20:37'],[17.39],[0.3],[0.3],[0.0],[3.0],[25.3],[51.5],[214],[3.66]
['2022-07-08'],[23.7],[11.5],[23.2],[10.1],['2022-07-08T04:29'],['2022-07-08T20:55'],[16.55],[0.2],[0.2],[0.0],[2.0],[10.8],[21.6],[134],[3.36]
['2022-09-16'],[14.8],[10.3],[12.7],[7.6],['2022-09-16T06:12'],['2022-09-16T18:51'],[12.24],[1.6],[1.6],[0.0],[4.0],[16.5],[46.4],[167],[1.95]
['2022-07-15'],[22.0],[11.6],[20.1],[10.6],['2022-07-15T04:36'],['2022-07-15T20:49'],[16.27],[0.0],[0.0],[0.0],[0.0],[11.0],[23.4],[135],[3.32]
['2022-10-28'],[23.2],[15.9],[22.4],[15.2],['2022-10-28T07:21'],['2022-10-28T17:20'],[6.13],[4.2],[4.2],[0.0],[6.0],[16.1],[40.3],[247],[1.72]
['2021-09-10'],[21.6],[18.2],[22.8],[19.1],['2021-09-10T06:03'],['2021-09-10T19:04'],[9.13],[3.8],[3.8],[0.0],[11.0],[13.2],[31.7],[214],[1.62]
['2021-09-10'],[21.6],[18.2],[22.8],[19.1],['2021-09-10T06:03'],['2021-09-10T19:04'],[9.13],[3.8],[3.8],[0.0],[11.0],[13.2],[31.7],[214],[1.62]
['2021-07-02'],[21.8],[12.4],[22.2],[11.5],['2021-07-02T04:24'],['2021-07-02T20:58'],[15.79],[0.0],[0.0],[0.0],[0.0],[11.0],[24.5],[254],[2.93]
['2021-07-14'],[19.0],[17.5],[18.8],[17.1],['2021-07-14T04:36'],['2021-07-14T20:50'],[3.79],[29.2],[29.2],[0.0],[24.0],[21.9],[53.3],[320],[0.79]
['2022-05-06'],[22.0],[7.5],[20.8],[5.9],['2022-05-06T04:58'],['2022-05-06T20:08'],[22.45],[0.6],[0.6],[0.0],[2.0],[8.0],[19.8],[152],[3.74]
['2022-05-06'],[22.0],[7.5],[20.8],[5.9],['2022-05-06T04:58'],['2022-05-06T20:08'],[22.45],[0.6],[0.6],[0.0],[2.0],[8.0],[19.8],[152],[3.74]
['2022-05-25'],[18.6],[8.8],[14.2],[6.5],['2022-05-25T04:30'],['2022-05-25T20:37'],[17.39],[0.3],[0.3],[0.0],[3.0],[25.3],[51.5],[214],[3.66]
['2022-06-23'],[28.9],[14.3],[30.3],[13.4],['2022-06-23T04:17'],['2022-06-23T21:06'],[25.93],[0.0],[0.0],[0.0],[0.0],[14.8],[38.5],[337],[5.26]
['2022-04-20'],[16.7],[6.3],[13.4],[2.6],['2022-04-20T05:29'],['2022-04-20T19:47'],[22.06],[0.0],[0.0],[0.0],[0.0],[19.2],[34.6],[26],[3.85]
['2022-07-15'],[21.0],[10.7],[19.0],[9.7],['2022-07-15T04:35'],['2022-07-15T20:56'],[20.12],[0.1],[0.1],[0.0],[1.0],[16.3],[31.0],[164],[3.8]
['2022-10-19'],[13.9],[6.3],[10.9],[3.8],['2022-10-19T07:10'],['2022-10-19T17:39'],[7.92],[0.0],[0.0],[0.0],[0.0],[20.3],[40.0],[0],[1.22]
['2022-07-07'],[18.2],[14.8],[17.5],[12.6],['2022-07-07T04:26'],['2022-07-07T21:02'],[10.54],[1.0],[1.0],[0.0],[8.0],[27.5],[52.2],[132],[2.53]
['2022-06-14'],[20.0],[7.6],[18.4],[6.1],['2022-06-14T04:16'],['2022-06-14T21:03'],[20.4],[0.0],[0.0],[0.0],[0.0],[13.0],[22.3],[62],[3.59]
['2022-05-24'],[15.1],[10.1],[12.6],[8.0],['2022-05-24T04:30'],['2022-05-24T20:42'],[19.53],[4.4],[4.4],[0.0],[10.0],[25.6],[51.1],[211],[2.7]
['2022-04-26'],[12.8],[5.1],[9.5],[2.4],['2022-04-26T05:17'],['2022-04-26T19:57'],[18.72],[0.3],[0.3],[0.0],[3.0],[18.3],[39.6],[89],[2.73]
['2022-01-31'],[6.8],[3.9],[0.7],[-2.3],['2022-01-31T08:19'],['2022-01-31T17:27'],[1.76],[8.2],[8.2],[0.0],[18.0],[46.5],[84.2],[149],[0.97]
['2021-10-06'],[15.0],[10.4],[12.7],[6.7],['2021-10-06T06:47'],['2021-10-06T18:07'],[8.08],[9.0],[9.0],[0.0],[16.0],[24.6],[47.9],[259],[1.1]
['2022-05-25'],[17.1],[9.0],[13.2],[6.7],['2022-05-25T04:30'],['2022-05-25T20:42'],[16.23],[0.5],[0.5],[0.0],[4.0],[34.0],[56.5],[221],[2.94]
['2022-10-31'],[16.0],[8.5],[15.2],[6.8],['2022-10-31T07:31'],['2022-10-31T17:15'],[5.16],[0.2],[0.2],[0.0],[1.0],[20.2],[36.7],[306],[0.86]
['2022-10-13'],[13.8],[10.2],[13.2],[8.8],['2022-10-13T06:59'],['2022-10-13T17:52'],[3.16],[5.3],[5.3],[0.0],[13.0],[17.8],[27.0],[241],[0.56]
['2022-11-14'],[8.7],[3.0],[5.7],[-0.5],['2022-11-14T07:55'],['2022-11-14T16:52'],[5.37],[0.0],[0.0],[0.0],[0.0],[13.6],[29.5],[317],[0.58]
['2022-05-19'],[24.4],[12.9],[25.4],[12.1],['2022-05-19T04:37'],['2022-05-19T20:33'],[15.04],[4.5],[4.5],[0.0],[6.0],[17.4],[39.6],[232],[2.87]
['2022-11-04'],[11.9],[6.9],[10.4],[4.6],['2022-11-04T07:37'],['2022-11-04T17:08'],[3.09],[4.5],[4.5],[0.0],[13.0],[19.5],[31.3],[207],[0.48]
['2022-09-01'],[24.0],[12.1],[21.8],[9.3],['2022-09-01T05:49'],['2022-09-01T19:29'],[19.28],[0.0],[0.0],[0.0],[0.0],[17.3],[37.8],[21],[4.51]
['2022-03-23'],[18.3],[2.7],[16.1],[-0.5],['2022-03-23T06:33'],['2022-03-23T18:58'],[16.51],[0.0],[0.0],[0.0],[0.0],[10.5],[15.8],[19],[2.66]
['2022-04-22'],[16.4],[8.8],[12.2],[5.5],['2022-04-22T05:25'],['2022-04-22T19:49'],[13.24],[0.1],[0.1],[0.0],[1.0],[24.0],[48.2],[18],[2.87]
['2022-03-31'],[4.8],[1.0],[1.0],[-4.9],['2022-03-31T06:14'],['2022-03-31T19:12'],[7.9],[13.4],[9.0],[3.08],[24.0],[26.0],[51.1],[67],[0.77]
['2022-09-09'],[18.5],[13.9],[17.3],[13.0],['2022-09-09T06:02'],['2022-09-09T19:10'],[9.68],[4.0],[4.0],[0.0],[8.0],[25.0],[51.1],[260],[1.62]
['2022-07-07'],[18.0],[14.9],[17.2],[12.7],['2022-07-07T04:27'],['2022-07-07T21:00'],[9.97],[1.3],[1.3],[0.0],[8.0],[25.8],[52.2],[135],[2.49]
['2022-04-14'],[17.7],[7.5],[16.0],[6.0],['2022-04-14T05:42'],['2022-04-14T19:36'],[17.02],[0.2],[0.2],[0.0],[2.0],[14.8],[30.6],[166],[2.6]
['2021-09-09'],[26.3],[14.5],[27.0],[13.9],['2021-09-09T06:03'],['2021-09-09T19:10'],[13.15],[0.1],[0.1],[0.0],[1.0],[13.5],[28.8],[173],[2.69]
['2022-09-27'],[11.5],[7.4],[9.4],[5.2],['2022-09-27T06:32'],['2022-09-27T18:28'],[7.16],[7.4],[7.4],[0.0],[18.0],[15.0],[40.3],[188],[0.96]
['2022-03-22'],[19.0],[4.9],[16.8],[2.0],['2022-03-22T06:35'],['2022-03-22T18:57'],[15.68],[0.0],[0.0],[0.0],[0.0],[11.3],[19.8],[333],[2.61]
['2022-05-25'],[17.3],[8.6],[14.1],[6.4],['2022-05-25T04:30'],['2022-05-25T20:42'],[16.6],[0.3],[0.3],[0.0],[3.0],[31.8],[55.8],[221],[3.04]
['2022-11-21'],[7.5],[2.0],[4.3],[-1.2],['2022-11-21T08:07'],['2022-11-21T16:43'],[3.95],[4.9],[4.9],[0.0],[8.0],[25.2],[47.9],[295],[0.4]
['2022-10-06'],[16.6],[9.6],[13.2],[6.8],['2022-10-06T06:47'],['2022-10-06T18:08'],[10.99],[0.0],[0.0],[0.0],[0.0],[24.8],[45.4],[209],[2.21]
['2022-09-02'],[25.4],[13.8],[22.8],[11.4],['2022-09-02T05:51'],['2022-09-02T19:26'],[13.97],[0.0],[0.0],[0.0],[0.0],[19.0],[36.0],[357],[4.26]
['2022-06-24'],[23.3],[17.7],[24.5],[18.2],['2022-06-24T04:18'],['2022-06-24T21:05'],[12.62],[23.2],[23.2],[0.0],[16.0],[14.0],[27.7],[212],[2.39]
['2022-10-07'],[17.1],[9.3],[14.2],[6.1],['2022-10-07T06:48'],['2022-10-07T18:05'],[9.63],[0.0],[0.0],[0.0],[0.0],[22.4],[48.6],[238],[1.92]
['2022-10-14'],[15.9],[9.0],[15.8],[7.8],['2022-10-14T07:00'],['2022-10-14T17:50'],[2.4],[2.8],[2.8],[0.0],[8.0],[15.2],[25.6],[261],[0.45]
['2022-05-25'],[17.3],[8.6],[14.1],[6.4],['2022-05-25T04:30'],['2022-05-25T20:42'],[16.6],[0.3],[0.3],[0.0],[3.0],[31.8],[55.8],[221],[3.04]
['2022-06-07'],[17.8],[12.3],[16.7],[10.2],['2022-06-07T04:19'],['2022-06-07T20:57'],[19.66],[0.5],[0.5],[0.0],[4.0],[20.7],[41.4],[197],[2.98]
['2022-04-15'],[12.1],[5.8],[9.9],[3.5],['2022-04-15T05:40'],['2022-04-15T19:38'],[15.02],[0.0],[0.0],[0.0],[0.0],[11.8],[22.3],[49],[1.94]
['2022-05-13'],[17.2],[11.1],[13.7],[8.0],['2022-05-13T04:46'],['2022-05-13T20:25'],[21.58],[0.1],[0.1],[0.0],[1.0],[23.5],[52.6],[200],[3.68]
['2022-05-16'],[23.6],[14.7],[23.1],[12.0],['2022-05-16T04:41'],['2022-05-16T20:29'],[17.42],[2.7],[2.7],[0.0],[6.0],[24.9],[43.2],[230],[3.91]
['2022-04-29'],[12.5],[5.7],[8.7],[2.3],['2022-04-29T05:11'],['2022-04-29T20:01'],[13.72],[0.0],[0.0],[0.0],[0.0],[17.8],[36.7],[57],[2.1]
['2022-09-02'],[25.4],[14.1],[23.1],[11.6],['2022-09-02T05:51'],['2022-09-02T19:26'],[14.18],[0.0],[0.0],[0.0],[0.0],[18.9],[35.6],[355],[4.35]
['2021-09-03'],[22.6],[11.2],[22.7],[9.9],['2021-09-03T05:53'],['2021-09-03T19:23'],[18.44],[0.0],[0.0],[0.0],[0.0],[15.9],[25.9],[45],[3.14]
['2022-09-16'],[14.5],[11.1],[12.9],[8.1],['2022-09-16T06:14'],['2022-09-16T18:54'],[12.47],[4.2],[4.2],[0.0],[14.0],[20.1],[45.7],[153],[1.7]
['2022-06-17'],[28.7],[14.6],[28.4],[13.3],['2022-06-17T04:16'],['2022-06-17T21:03'],[26.28],[0.0],[0.0],[0.0],[0.0],[14.8],[33.1],[266],[5.79]
['2022-06-02'],[19.7],[5.3],[18.6],[3.1],['2022-06-02T04:22'],['2022-06-02T20:51'],[25.0],[0.0],[0.0],[0.0],[0.0],[16.4],[23.4],[63],[4.19]
